code,name,market,close,chg,volume,value,mcap
005930,삼성전자,KOSPI,276500.0,0.91,16845923.0,4657897709500.0,1616496000000000.0
000660,SK하이닉스,KOSPI,1840000.0,-1.5,2984030.0,5490615200000.0,1344106000000000.0
005935,삼성전자우,KOSPI,211500.0,1.68,4944095.0,1045676092500.0,169701500000000.0
402340,SK스퀘어,KOSPI,1133000.0,0.53,567701.0,643205233000.0,149469900000000.0
009150,삼성전기,KOSPI,1486000.0,3.99,871235.0,1294655210000.0,110994800000000.0
373220,LG에너지솔루션,KOSPI,350500.0,-0.43,254463.0,89189281500.0,82017000000000.0
005380,현대차,KOSPI,360500.0,0.42,441779.0,159261329500.0,73349700000000.0
207940,삼성바이오로직스,KOSPI,1391000.0,-0.78,29425.0,40930175000.0,64390700000000.0
105560,KB금융,KOSPI,175700.0,-1.01,677323.0,119005651100.0,62318600000000.0
028260,삼성물산,KOSPI,367000.0,-0.14,260132.0,95468444000.0,59515500000000.0
032830,삼성생명,KOSPI,291000.0,0.0,215315.0,62656665000.0,58200000000000.0
034020,두산에너빌리티,KOSPI,86500.0,1.41,2830537.0,244841450500.0,55408500000000.0
012450,한화에어로스페이스,KOSPI,1057000.0,-0.94,88611.0,93661827000.0,54502500000000.0
055550,신한지주,KOSPI,113200.0,0.09,729206.0,82546119200.0,53141800000000.0
329180,HD현대중공업,KOSPI,455500.0,1.11,150358.0,68488069000.0,47809800000000.0
000270,기아,KOSPI,118500.0,-1.25,778627.0,92267299500.0,46263900000000.0
034730,SK,KOSPI,588000.0,2.26,112529.0,66167052000.0,42631600000000.0
006400,삼성SDI,KOSPI,529000.0,-0.75,201615.0,106654335000.0,42629700000000.0
068270,셀트리온,KOSPI,178500.0,-1.6,330212.0,58942842000.0,41522200000000.0
086790,하나금융지주,KOSPI,136000.0,0.22,490592.0,66720512000.0,36851900000000.0
066570,LG전자,KOSPI,216500.0,6.91,1563927.0,338590195500.0,35264500000000.0
012330,현대모비스,KOSPI,372500.0,-0.13,262404.0,97745490000.0,33458200000000.0
010120,LS ELECTRIC,KOSPI,212000.0,1.44,422719.0,89616428000.0,31800000000000.0
035420,NAVER,KOSPI,201000.0,1.57,483221.0,97127421000.0,30571000000000.0
000810,삼성화재,KOSPI,655000.0,0.61,74453.0,48766715000.0,29244100000000.0
298040,효성중공업,KOSPI,2901000.0,-0.55,33154.0,96179754000.0,27050500000000.0
316140,우리금융지주,KOSPI,35750.0,-1.92,1462712.0,52291954000.0,26340100000000.0
267260,HD현대일렉트릭,KOSPI,714000.0,0.0,75689.0,54041946000.0,25737700000000.0
005490,POSCO홀딩스,KOSPI,317500.0,0.16,164772.0,52315110000.0,25159200000000.0
042660,한화오션,KOSPI,81600.0,-0.24,410432.0,33491251200.0,25003300000000.0
009540,HD한국조선해양,KOSPI,339500.0,0.15,131185.0,44537307500.0,24027500000000.0
000150,두산,KOSPI,1473000.0,2.86,87029.0,128193717000.0,23853500000000.0
096770,SK이노베이션,KOSPI,141000.0,0.21,682309.0,96205569000.0,23836400000000.0
010130,고려아연,KOSPI,1110000.0,-1.16,18382.0,20404020000.0,23169000000000.0
042700,한미반도체,KOSPI,240000.0,1.48,509655.0,122317200000.0,22874900000000.0
138040,메리츠금융지주,KOSPI,128900.0,-0.77,169054.0,21791060600.0,21571100000000.0
011200,HMM,KOSPI,21200.0,0.47,360886.0,7650783200.0,19996600000000.0
015760,한국전력,KOSPI,30850.0,0.0,1090230.0,33633595500.0,19804600000000.0
017670,SK텔레콤,KOSPI,87300.0,0.34,774222.0,67589580600.0,18751200000000.0
033780,KT&G,KOSPI,177300.0,2.01,362668.0,64301036400.0,18405600000000.0
010140,삼성중공업,KOSPI,20600.0,0.0,1573619.0,32416551400.0,18128000000000.0
051910,LG화학,KOSPI,254000.0,-1.74,189381.0,48102774000.0,17930500000000.0
006800,미래에셋증권,KOSPI,32850.0,2.82,1910216.0,62750595600.0,17838200000000.0
003550,LG,KOSPI,116500.0,4.67,251672.0,29319788000.0,17613900000000.0
018260,삼성에스디에스,KOSPI,226000.0,0.67,107122.0,24209572000.0,17487400000000.0
010950,S-Oil,KOSPI,154300.0,0.26,429739.0,66308727700.0,17371500000000.0
003670,포스코퓨처엠,KOSPI,184200.0,3.43,286311.0,52738486200.0,16383900000000.0
267250,HD현대,KOSPI,207000.0,-1.9,141172.0,29222604000.0,16351600000000.0
024110,기업은행,KOSPI,20000.0,0.0,676597.0,13531940000.0,15948500000000.0
079550,LIG디펜스앤에어로스페이스,KOSPI,704000.0,-2.9,62356.0,43898624000.0,15488000000000.0
086280,현대글로비스,KOSPI,203000.0,0.0,152945.0,31047835000.0,15225000000000.0
035720,카카오,KOSPI,34150.0,2.86,1539082.0,52559650300.0,15128400000000.0
