date,open,high,low,close,volume
2024-09-11,4500.0,4890.0,4310.0,4400.0,2239507.0
2024-09-12,4415.0,4525.0,4395.0,4430.0,419968.0
2024-09-13,4600.0,4700.0,4360.0,4360.0,1158242.0
2024-09-19,4320.0,4405.0,4090.0,4325.0,549250.0
2024-09-20,4390.0,4520.0,4210.0,4210.0,473255.0
2024-09-23,4210.0,4250.0,4130.0,4170.0,219682.0
2024-09-24,4330.0,4425.0,4175.0,4195.0,475639.0
2024-09-25,4195.0,4295.0,4135.0,4180.0,255474.0
2024-09-26,4200.0,5010.0,4110.0,4655.0,13121445.0
2024-09-27,4605.0,4695.0,4500.0,4540.0,1250949.0
2024-09-30,4640.0,4700.0,4390.0,4435.0,914191.0
2024-10-02,4300.0,4615.0,4190.0,4285.0,1752867.0
2024-10-04,4270.0,4390.0,4260.0,4310.0,313235.0
2024-10-07,4370.0,4380.0,4280.0,4330.0,268872.0
2024-10-08,4250.0,4350.0,4220.0,4250.0,261176.0
2024-10-10,4250.0,4355.0,4225.0,4255.0,194671.0
2024-10-11,4255.0,4280.0,4195.0,4195.0,192125.0
2024-10-14,4220.0,4480.0,4140.0,4260.0,1239806.0
2024-10-15,4450.0,5530.0,4375.0,5180.0,19429532.0
2024-10-16,5160.0,5220.0,5010.0,5150.0,2468184.0
2024-10-17,5080.0,5250.0,4845.0,4970.0,1807032.0
2024-10-18,4925.0,4965.0,4800.0,4875.0,770953.0
2024-10-21,4875.0,4940.0,4755.0,4875.0,765044.0
2024-10-22,5360.0,5740.0,4780.0,4780.0,13121945.0
2024-10-23,4755.0,4975.0,4755.0,4870.0,1555187.0
2024-10-24,5060.0,5590.0,4975.0,5440.0,13921935.0
2024-10-25,5350.0,5720.0,5240.0,5570.0,5726754.0
2024-10-28,5500.0,5890.0,5450.0,5500.0,4882970.0
2024-10-29,5830.0,5920.0,5470.0,5510.0,2685563.0
2024-10-30,5380.0,5610.0,5240.0,5320.0,1619935.0
2024-10-31,5230.0,5420.0,5000.0,5050.0,1575929.0
2024-11-01,4865.0,5020.0,4710.0,4710.0,948195.0
2024-11-04,4750.0,4890.0,4520.0,4850.0,758480.0
2024-11-05,4875.0,5290.0,4810.0,4970.0,2582690.0
2024-11-06,5000.0,5140.0,4820.0,5090.0,821635.0
2024-11-07,5110.0,5110.0,4815.0,4820.0,732873.0
2024-11-08,5550.0,5790.0,5210.0,5280.0,7251676.0
2024-11-11,5330.0,5370.0,5120.0,5200.0,994535.0
2024-11-12,5110.0,5160.0,4850.0,4875.0,830587.0
2024-11-13,4880.0,5090.0,4550.0,4550.0,788633.0
2024-11-14,4990.0,5400.0,4625.0,4635.0,10656204.0
2024-11-15,4635.0,4845.0,4345.0,4605.0,1318884.0
2024-11-18,4800.0,5040.0,4650.0,4995.0,1480475.0
2024-11-19,5000.0,5230.0,4920.0,5230.0,1784444.0
2024-11-20,5260.0,5390.0,5060.0,5070.0,1445418.0
2024-11-21,5340.0,5630.0,4860.0,4865.0,3192270.0
2024-11-22,5190.0,5590.0,5030.0,5160.0,5209255.0
2024-11-25,5300.0,5530.0,5240.0,5350.0,1912007.0
2024-11-26,5490.0,5550.0,5230.0,5390.0,1745287.0
2024-11-27,5310.0,5370.0,5230.0,5250.0,993160.0
2024-11-28,5420.0,5810.0,5250.0,5260.0,7120140.0
2024-11-29,5350.0,5520.0,5130.0,5280.0,2417399.0
2024-12-02,5580.0,6200.0,5420.0,6060.0,16482414.0
2024-12-03,5820.0,6060.0,5700.0,6060.0,3912545.0
2024-12-04,5890.0,6470.0,5530.0,5750.0,9205267.0
2024-12-05,5920.0,6050.0,5600.0,5610.0,2689485.0
2024-12-06,5810.0,5890.0,5190.0,5360.0,2732564.0
2024-12-09,5480.0,5590.0,5100.0,5240.0,2843391.0
2024-12-10,5240.0,5540.0,5240.0,5480.0,2323505.0
2024-12-11,6520.0,7120.0,6370.0,7120.0,6427972.0
2024-12-12,7550.0,9250.0,7510.0,9250.0,38913587.0
2024-12-13,9300.0,9720.0,8450.0,8640.0,12284052.0
2024-12-16,8860.0,11110.0,8780.0,10510.0,36358912.0
2024-12-17,10970.0,11300.0,9780.0,10480.0,9761146.0
2024-12-18,10970.0,10990.0,9900.0,10140.0,4931547.0
2024-12-19,9700.0,10030.0,9220.0,9580.0,3687303.0
2024-12-20,9080.0,9240.0,8670.0,9060.0,3010231.0
2024-12-23,9430.0,9810.0,9010.0,9330.0,3824351.0
2024-12-24,9370.0,9790.0,9070.0,9580.0,2419495.0
2024-12-26,9760.0,10050.0,9140.0,9300.0,2759381.0
