date,open,high,low,close,volume
2024-09-11,17350.0,18490.0,17350.0,17870.0,37916.0
2024-09-12,17900.0,19050.0,17900.0,18870.0,37169.0
2024-09-13,18990.0,19120.0,18520.0,18900.0,30939.0
2024-09-19,18900.0,19130.0,18840.0,19100.0,26373.0
2024-09-20,19220.0,19510.0,18920.0,18980.0,18369.0
2024-09-23,18850.0,19800.0,18850.0,19430.0,47312.0
2024-09-24,19430.0,19570.0,19350.0,19500.0,21460.0
2024-09-25,19500.0,19700.0,19180.0,19190.0,21112.0
2024-09-26,19100.0,19660.0,19100.0,19520.0,25995.0
2024-09-27,19390.0,19900.0,19180.0,19880.0,36198.0
2024-09-30,19890.0,20100.0,19370.0,19500.0,31742.0
2024-10-02,19420.0,19420.0,18870.0,19010.0,30943.0
2024-10-04,19010.0,19160.0,18670.0,18830.0,16498.0
2024-10-07,18800.0,19550.0,18800.0,19480.0,25250.0
2024-10-08,19380.0,19480.0,19100.0,19210.0,15814.0
2024-10-10,19210.0,19280.0,18790.0,18920.0,28589.0
2024-10-11,19230.0,19450.0,18530.0,18580.0,53623.0
2024-10-14,18650.0,19270.0,18640.0,18580.0,40674.0
2024-10-15,18910.0,19330.0,18670.0,18810.0,26629.0
2024-10-16,18800.0,18800.0,18350.0,18440.0,23695.0
2024-10-17,18440.0,18650.0,18300.0,18490.0,15462.0
2024-10-18,18600.0,18600.0,18030.0,18200.0,29429.0
2024-10-21,18200.0,18980.0,18110.0,18710.0,57111.0
2024-10-22,18710.0,18710.0,17910.0,18000.0,40258.0
2024-10-23,18000.0,18200.0,17790.0,18010.0,20658.0
2024-10-24,17870.0,17920.0,17500.0,17590.0,27189.0
2024-10-25,17630.0,17700.0,17100.0,17180.0,26496.0
2024-10-28,17180.0,18890.0,17180.0,17990.0,65850.0
2024-10-29,18280.0,18430.0,17860.0,18170.0,51131.0
2024-10-30,18200.0,18330.0,17800.0,17920.0,35699.0
2024-10-31,17920.0,18400.0,17070.0,17950.0,49669.0
2024-11-01,17840.0,17840.0,17420.0,17450.0,24825.0
2024-11-04,17450.0,17760.0,17250.0,17390.0,57050.0
2024-11-05,17390.0,17650.0,17270.0,17550.0,19401.0
2024-11-06,17850.0,18090.0,17200.0,17300.0,52231.0
2024-11-07,17310.0,18010.0,17110.0,17300.0,56596.0
