date,open,high,low,close,volume
2024-09-11,65100.0,65500.0,64200.0,64900.0,35809707.0
2024-09-12,66000.0,66600.0,65200.0,66300.0,35884106.0
2024-09-13,65000.0,65500.0,64300.0,64400.0,25045135.0
2024-09-19,64000.0,64400.0,62200.0,63100.0,49402713.0
2024-09-20,63800.0,64700.0,63000.0,63000.0,32746056.0
2024-09-23,62300.0,63500.0,62200.0,62600.0,28542376.0
2024-09-24,62800.0,63400.0,62400.0,63200.0,26957500.0
2024-09-25,63800.0,64200.0,62200.0,62200.0,28652438.0
2024-09-26,63900.0,64900.0,63700.0,64700.0,37566015.0
2024-09-27,64700.0,65400.0,64200.0,64200.0,28433030.0
2024-09-30,64200.0,64300.0,61500.0,61500.0,32694163.0
2024-10-02,60500.0,61900.0,59900.0,61300.0,28473536.0
2024-10-04,61000.0,61700.0,60500.0,60600.0,24247578.0
2024-10-07,60200.0,61900.0,59500.0,61000.0,35066533.0
2024-10-08,60000.0,61000.0,59900.0,60300.0,27411786.0
2024-10-10,60100.0,60200.0,58900.0,58900.0,45262214.0
2024-10-11,59100.0,60100.0,59000.0,59300.0,29623969.0
2024-10-14,59500.0,61200.0,59400.0,59300.0,20886249.0
2024-10-15,61100.0,61400.0,60100.0,61000.0,22715239.0
2024-10-16,59400.0,60000.0,59200.0,59500.0,23303268.0
2024-10-17,59400.0,60100.0,59100.0,59700.0,23372873.0
2024-10-18,59900.0,60100.0,59100.0,59200.0,14420260.0
2024-10-21,59000.0,59600.0,58500.0,59000.0,18514905.0
2024-10-22,58800.0,58900.0,57700.0,57700.0,27582527.0
2024-10-23,57500.0,60000.0,57100.0,59100.0,27300780.0
2024-10-24,58200.0,58500.0,56600.0,56600.0,31499922.0
2024-10-25,56000.0,56900.0,55800.0,55900.0,25829315.0
2024-10-28,55700.0,58500.0,55700.0,58100.0,27775009.0
2024-10-29,58000.0,59600.0,57300.0,59600.0,28369314.0
2024-10-30,59100.0,59800.0,58600.0,59100.0,19838511.0
2024-10-31,58500.0,61200.0,58300.0,59200.0,35809196.0
2024-11-01,59000.0,59600.0,58100.0,58300.0,19083180.0
2024-11-04,58600.0,59400.0,58400.0,58700.0,15586947.0
2024-11-05,57800.0,58100.0,57200.0,57600.0,17484474.0
2024-11-06,57600.0,58000.0,56300.0,57300.0,22092218.0
2024-11-07,56900.0,58100.0,56800.0,57300.0,17043102.0
2024-11-08,58000.0,58300.0,57000.0,57000.0,13877396.0
2024-11-11,56700.0,56800.0,55000.0,55000.0,29811326.0
2024-11-12,54600.0,54600.0,53000.0,53000.0,37962881.0
2024-11-13,52000.0,53000.0,50500.0,50600.0,52527995.0
2024-11-14,50200.0,51800.0,49900.0,49900.0,48510715.0
2024-11-15,50300.0,54200.0,50300.0,53500.0,46774485.0
2024-11-18,57000.0,57500.0,55900.0,56700.0,48095234.0
2024-11-19,56500.0,57500.0,55900.0,56300.0,31539632.0
2024-11-20,56100.0,56500.0,54800.0,55300.0,20864667.0
2024-11-21,54900.0,56900.0,54700.0,56400.0,19096850.0
2024-11-22,56000.0,56700.0,55900.0,56000.0,15281543.0
2024-11-25,57400.0,57900.0,56700.0,57900.0,36237325.0
2024-11-26,57900.0,58900.0,57500.0,58300.0,23209405.0
2024-11-27,57700.0,57800.0,56000.0,56300.0,21808387.0
2024-11-28,56000.0,56400.0,55200.0,55500.0,20001134.0
2024-11-29,55100.0,55300.0,53800.0,54200.0,24513531.0
2024-12-02,54300.0,54400.0,53100.0,53600.0,22044867.0
2024-12-03,53100.0,54400.0,53100.0,53600.0,23374603.0
2024-12-04,52000.0,53400.0,52000.0,53100.0,29004766.0
2024-12-05,53200.0,54400.0,53200.0,53700.0,23588277.0
2024-12-06,53900.0,54400.0,52700.0,54100.0,22861874.0
2024-12-09,53500.0,54600.0,53200.0,53400.0,26227680.0
2024-12-10,54500.0,54500.0,53700.0,54000.0,20783970.0
2024-12-11,53600.0,54200.0,53400.0,54000.0,14565947.0
2024-12-12,54000.0,56500.0,53900.0,55900.0,33476698.0
2024-12-13,55800.0,56300.0,55500.0,56100.0,15908823.0
2024-12-16,56300.0,56600.0,55200.0,55600.0,15277277.0
2024-12-17,54700.0,55200.0,54000.0,54200.0,20215230.0
2024-12-18,54100.0,55400.0,54000.0,54900.0,13698937.0
2024-12-19,53500.0,53800.0,53100.0,53100.0,22481925.0
2024-12-20,52700.0,53100.0,51900.0,53000.0,24674774.0
2024-12-23,53400.0,54000.0,53300.0,53500.0,13672650.0
2024-12-24,53700.0,54500.0,53600.0,54400.0,11634677.0
2024-12-26,54500.0,54600.0,53500.0,53600.0,10517075.0
2024-12-27,53500.0,54100.0,53200.0,53700.0,10747196.0
2024-12-30,53300.0,54000.0,53100.0,53200.0,12624702.0
2025-01-02,52700.0,53600.0,52300.0,53400.0,16630538.0
2025-01-03,52800.0,55100.0,52800.0,54400.0,19318046.0
2025-01-06,54400.0,56200.0,54300.0,55900.0,19034284.0
2025-01-07,56800.0,57300.0,55400.0,55400.0,17030235.0
2025-01-08,54800.0,57500.0,54700.0,57300.0,26593553.0
2025-01-09,57600.0,57700.0,56100.0,56100.0,24490592.0
2025-01-10,56100.0,56500.0,55200.0,55300.0,16059223.0
2025-01-13,54600.0,55000.0,54100.0,54100.0,16868600.0
2025-01-14,54200.0,54600.0,53700.0,53900.0,17465926.0
2025-01-15,54100.0,54700.0,53500.0,53700.0,18625025.0
2025-01-16,54200.0,55000.0,54100.0,54300.0,18627298.0
